"Theo Lopes","theo.lopes.5610.uservice@stresstest.com.br","59736018202","10","28095320","13","999075434","d#o3DDae","20/06/2000","feminino","1","1","1","credito","0","Ração gatos castrados","/colecao/AT-racao-umida-com-ate-20-off","/produto/rodinha-para-hamster-quatigua-azul","Calcinha Higiênica Griff Dog Rosa","71828","01851411","bemvindo10"
"Henrique Moura","henrique.moura.2260.uservice@stresstest.com.br","36128470580","14","27199076","15","999101778","p2$6TfUj","27/01/1951","masculino","1","1","1","credito","0","bebedouro","/colecao/furao","/produto/suplemento-avert-condroplex-45-sticks","Ração Mix Mini Friends para Jabuti sabor Ração, Frutas e Vegetais","165478","58635897","bemvindo10"
"Rafaela Pinto","rafaela.pinto.3598.uservice@stresstest.com.br","08726419530","18","23231595","12","999997143","#6%MUN4r","12/11/1939","feminino","1","1","1","credito","0","Ração úmida","/cachorro/portoes-grades-e-escadas/portas","/produto/osso-prensado-snack-show-para-caes-sabor-bacon-3un","Bolsa de Transporte São Pet para Cães Paris","78935","36735186","bemvindo10"
"Lavínia Rezende","lavinia.rezende.1313.uservice@stresstest.com.br","91250683777","15","29689020","15","999025304","H+39GwMq","18/08/1999","feminino","1","1","1","credito","0","Golden gatos","/cachorro;/racas/pug","/produto/vet-20-desinfetante-concentrado-lavanda","Ração Nestlé Purina ProPlan para cães Raças Pequenas sabor Frango e Arroz","164991","10420-898","bemvindo10"
"Isabella Rodrigues","isabella.rodrigues.8283.uservice@stresstest.com.br","23108459651","13","27129711","16","999619541","^2iR*Tv8","15/07/1986","feminino","1","0","1","credito","0","Racao","/colecao/promocao-naturalis-com-brinde","/produto/bolsa-de-transporte-sao-pet-para-caes-paris","Suplemento Konig Calmsyn Tp Para Cães e Gatos 30g","74642","87772-502","bemvindo10"
"Ana Sophia Rezende","ana.sophia.rezende.8119.uservice@stresstest.com.br","05486193793","15","23522345","14","999946676","M+3E&!Ac","19/12/1982","feminino","1","0","1","credito","0","Moletom","/colecao/carvao-ativado","/produto/racao-equilibrio-para-caes-golden-adultos-sabor-frango-12kg","Limpa Pisos Xô Odor Germicida Lavanda 1 Litro","158037","98252-270","bemvindo10"
"Nicole Farias","nicole.farias.7672.uservice@stresstest.com.br","15307489684","13","27169176","13","999058346","_2*RJdp7","08/12/1990","masculino","1","1","1","credito","0","cortador de unha","/peixes/equipamentos-e-acessorios/sifao","/produto/shampoo-i-love-pet-tradicional-para-caes-e-gatos","Limpa Pisos Xô Odor Germicida Lavanda 1 Litro","160181","68106883","bemvindo10"
"Ryan Teixeira","ryan.teixeira.4565.uservice@stresstest.com.br","52673018417","10","23814550","14","998864883","RDC#4CTc","30/10/1994","masculino","1","0","1","credito","0","catnip","/colecao/black-friday-premier","/produto/fralda-higienica-eco-dogs-care-para-caes-machos-24-unidades","Peitoral e Guia Toh Tradicional Fuji para Cães","96698","38658366","bemvindo10"
"Lucca Correia","lucca.correia.7843.uservice@stresstest.com.br","78069253410","16","27054874","19","998896843","#vx5Jyk5","13/03/1983","feminino","1","0","1","credito","0","royal canin renal","/colecao/gastrite","/produto/racao-naturalis-para-gatos-adultos-castrados-sabor-frango-e-peru","Suplemento Konig Calmsyn Tp Para Cães e Gatos 30g","154268","21371-293","bemvindo10"
"Isabelly Dias","isabelly.dias.3624.uservice@stresstest.com.br","14658079348","18","24095101","20","998987996","@I4_qqKc","13/12/1955","feminino","1","1","1","credito","0","endogard","/colecao/RD-itens-de-higiene-para-o-seu-pet","/produto/bloco-pombo-branco-passaros-osso-siba","Ração Faro para Cães Adultos Raças Pequenas Sabor Frango e Legumes","149761","84377842","bemvindo10"
"Maria Julia Costa","maria.julia.costa.1410.uservice@stresstest.com.br","89052413797","14","26295326","17","999439887","!5+ZM2rr","18/12/1953","feminino","1","1","1","credito","0","Fralda","/colecao/racao-golden-filhote","/produto/granulado-higienico-de-madeira-para-roedores-dilirod","Snack Oh Là Là Fit Ring para Cães 50g","159715","38820203","bemvindo10"
"Alexandre Almeida","alexandre.almeida.6935.uservice@stresstest.com.br","03985641757","14","27097706","14","998879457","^u#0O#wc","01/02/1960","feminino","1","1","1","credito","0","ração","/colecao/P202011215-suplementos-ate-30-off","/produto/racao-vet-life-natural-urinary-struvite-para-gatos-adultos-struvite","Refil Cata Caca German Hart Triângulos para Cães e Gatos","161873","93430059","bemvindo10"
"Stephany da Cruz","stephany.da.cruz.4002.uservice@stresstest.com.br","25608473108","17","26601256","12","999271551","@3Mkdp$E","07/12/1950","masculino","1","1","1","credito","0","premier","/colecao/P202103040-especial-semana-do-consumidor-produtos-com-ate-70-off","/produto/racao-royal-canin-veterinary-gastro-intestinal-para-gatos-adultos","Toalhas Umedecidas Protect Pet Área Bucal para Cães e Gatos 15 Unidades","106196","87102015","bemvindo10"
"Camila Viana","camila.viana.9964.uservice@stresstest.com.br","96087531203","19","25171444","10","999075951","@6yWwewC","11/10/1980","feminino","1","1","1","credito","0","ração golden","/cachorro;/racas/bichon-frise","/produto/racao-origens-racas-especificas-para-labrador-e-golden-retriever-filhotes-15kg","Ração Simple Dog para Cães Sabor Carne","71893","07451-641","bemvindo10"
"Rebeca Mendes","rebeca.mendes.7105.uservice@stresstest.com.br","02583167480","18","26259217","20","999006808","!!x$2Tnr","23/02/1966","feminino","1","1","1","credito","0","Ração Golden Fórmula Senior para Cães Adultos Sabor Frango e Arroz - 15kg","/colecao/eliminador-de-odores","/produto/caixa-de-transporte-luxo-furacao-pet-azul","Alimento Alcon BettaMix - 10g","125267","44354145","bemvindo10"
"Beatriz da Mata","beatriz.da.mata.475.uservice@stresstest.com.br","26178534973","14","26790469","10","999084041","4%wJ1Nys","09/05/1977","feminino","1","1","1","credito","0","revolution","/colecao/P202106080-stick-probiotic-spinpet-com-10-off","/produto/brinquedo-pelucia-raposa-laranja-home-pet-para-caes","Suplemento Ativi para Cães e Gatos 40mg","166279","10567810","bemvindo10"
"Emanuel Jesus","emanuel.jesus.566.uservice@stresstest.com.br","65139872455","18","28681072","20","999730346","$7_Cl34^","07/11/1934","feminino","1","1","1","boleto","0","Endogard 10Kg Virbac","/gato/areias-e-banheiros/silica","/produto/suplemento-condroivet-bite-lb-coveli-para-caes-315g","Ração Nero Original para Cães Adultos Sabor Carne","152836","58461-143","bemvindo10"
"Brenda Nogueira","brenda.nogueira.9789.uservice@stresstest.com.br","38957240179","19","29528553","16","999751829","&4Qcxzv%","13/12/1947","masculino","1","1","1","credito","0","Ração gatos castrados","/colecao/produtos-veterinarios","/produto/bebedouro-durapets-durafeeder-automatico-basic-azul-para-caes-e-gatos-1-litro","Ração Equilíbrio para Cães Golden Adultos sabor Frango 12kg","152459","66437-971","bemvindo10"
"Gabriela Castro","gabriela.castro.6551.uservice@stresstest.com.br","97810234579","10","25561862","13","999250413","@+2(kDqg","15/10/1997","feminino","1","1","1","credito","0","Peitoral e guia","/casa-e-jardim/jardim/acessorios-de-jardinagem","/produto/roupa-cirurgica-pet-med-para-gatos-duo-dry-rosa","Creme Dental Soft Care Dental Guard Tutti Frutti","72865","52612-715","bemvindo10"
"Juan Pires","juan.pires.340.uservice@stresstest.com.br","01693478501","18","24635851","10","999990061","w#48e%Mx","10/06/1950","masculino","1","1","1","boleto","0","Fórmula Natural","/colecao/black-friday-premier","/produto/guia-k9-spirit-unificada-para-caes-vermelha","Fertilizante Forth Frutas","158037","89439-730","bemvindo10"
"Fernando Carvalho","fernando.carvalho.1128.uservice@stresstest.com.br","40657123862","15","28896790","13","999193107","!@7BIv9M","02/12/1970","feminino","1","1","1","credito","0","promun","/colecao/P202105043-vermifugos-para-o-pet","/produto/guia-meuauau-turma-da-monica-monicao-vermelha-para-caes","Suplemento Avert Condroplex - 45 Sticks","76620","33604-307","bemvindo10"
"Luiz Gustavo Correia","luiz.gustavo.correia.1100.uservice@stresstest.com.br","69085412749","11","28345098","10","999298874","&Ew*9Uhr","21/03/1981","feminino","1","1","1","credito","0","bebedouro","/colecao/advantage-bayer","/produto/racao-cibau-mini-breeds-sensitive-lamb-para-caes-adultos-de-racas-pequenas","Peitoral com Guia AMF Cães Xadrez Rosa","107739","11406962","bemvindo10"
"Lucas Gabriel Ferreira","lucas.gabriel.ferreira.2925.uservice@stresstest.com.br","65423780900","17","22312161","18","999285819","wH#8HacJ","12/05/1946","feminino","1","1","1","credito","0","colar elizabetano","/colecao/endogard","/produto/racao-special-cat-para-gatos-super-premium-para-filhotes-sabor-salmao","Ração Úmida N&D Quinoa Weight Management para Cães Adultos 140g","162061","48229778","bemvindo10"
"Danilo da Rosa","danilo.da.rosa.4976.uservice@stresstest.com.br","74156832937","17","26251609","12","999485016","T#U6BBWv","21/04/1971","feminino","1","0","1","credito","0","areia","/gato/beleza-e-limpeza/sabonetes","/produto/shampoo-i-love-pet-tradicional-para-caes-e-gatos","Talco Antipulgas Sanol Dog","81401","48609811","bemvindo10"
"Joana Jesus","joana.jesus.9009.uservice@stresstest.com.br","18952043642","14","29068399","13","999456037","*1$2^lEn","12/07/1970","masculino","1","1","1","credito","0","cata caca","/colecao/royal-canin-indoor","/produto/alcon-club-racao-curio","Camiseta Piticas Homem Aranha","161229","25218-333","bemvindo10"
"Larissa da Paz","larissa.da.paz.549.uservice@stresstest.com.br","02369845198","20","26668719","17","998915867","#8tQ_N2p","19/05/1942","masculino","1","1","1","boleto","0","vermifugo","/outros-pets/tartarugas/aquaterrarios","/produto/limpa-pisos-xo-odor-germicida-lavanda-1-litro","Carrapaticida MSD Triatox","71694","73080-530","bemvindo10"
"Pedro Miguel Costa","pedro.miguel.costa.5145.uservice@stresstest.com.br","42697051830","18","22336116","14","999180074","W(8FDaDl","07/08/1989","feminino","1","1","1","credito","0","Gaviz V Omeprazol 10mg Strip com 10 Comprimidos","/colecao/comfortis/comfortis-laranja","/produto/extensor-de-portao-alambre","Luminária Soma LED X7 15W para Aquário Branco","167615","83029928","bemvindo10"
"Carolina da Rocha","carolina.da.rocha.5134.uservice@stresstest.com.br","61259738400","10","28342349","12","998947768","ob)uE5Sz","22/05/1977","feminino","1","1","1","credito","0","premier ambientes internos","/colecao/P202011245-casa-e-jardim-com-ate-50-off_at","/produto/vaso-mart-em-cimento-cilindro-rosa-e-cobre","Peitoral Zee.Dog Bob Esponja para Cães","150362","78952509","bemvindo10"
"Alícia Santos","alicia.santos.2485.uservice@stresstest.com.br","89564301289","20","28071092","16","999244662","(d78HOtj","06/04/1953","masculino","1","1","1","credito","0","Bebedouro","/passaros/alimentacao/calopsita","/produto/petisco-delicibife-gatos-adultos-e-filhotes-atum-e-salmao-20g","Roupa Cirúrgica Pet Med Para Gatos Duo Dry Rosa","152836","77900-887","bemvindo10"
"Valentina Correia","valentina.correia.8443.uservice@stresstest.com.br","74021936599","14","29396887","11","999360933","@0^2dU5j","28/07/1967","masculino","1","0","1","credito","0","bifinho","/colecao/EG-biscoitos-para-caes-e-gatos","/produto/racao-ned-pumpkin-para-caes-adultos-racas-media-sabor-cordeiro,-abobora-e-blueberry","Ração Royal Canin Veterinary Gastro Intestinal para Gatos Adultos","97951","07725516","bemvindo10"
"Yuri Cardoso","yuri.cardoso.1370.uservice@stresstest.com.br","17532089479","12","25471738","19","999746942","ap@4(Y_d","16/07/1962","masculino","1","1","1","credito","0","Vermífugo","/colecao/promocao-compre-racao-royal-canin-e-ganhe-brinde","/produto/racao-pedigree-carne-frango-e-cereais-para-caes-adultos-racas-medias-e-grandes","Comedouro Furacão Pet de Plástico Azul para Gatos 200ml","154297","24391920","bemvindo10"
"Maria Gonçalves","maria.goncalves.5317.uservice@stresstest.com.br","80759426120","19","27674036","15","999488534","#b0i@9Ze","04/07/1978","feminino","1","1","1","credito","0","Colchonete","/cachorro;/racas/basset-hound","/produto/brinquedo-pelucia-raposa-laranja-home-pet-para-caes","Ração Golden para Gatos Adultos Castrados Sabor Carne","76620","05609334","bemvindo10"
"Ana Júlia Rezende","ana.julia.rezende.7055.uservice@stresstest.com.br","48109325750","12","29860353","12","998833063","%00ljKPe","08/10/1943","feminino","1","1","1","credito","0","Vermífugo","/colecao/P202011215-suplementos-ate-30-off","/produto/racao-maine-coon-royal-canin-para-gatos","Banheira Higiênica Furacão Pet Glamour Rosa para Gatos","158697","36884673","bemvindo10"
"Maria Cecília Ferreira","maria.cecilia.ferreira.515.uservice@stresstest.com.br","49706325107","20","24013153","15","999166051","vl!2vYoP","01/03/1986","masculino","1","1","1","credito","0","Caixa de transporte","/colecao/P202108060-areia-higienica-petz-12kg-com-15-off","/produto/spray-bucal-pet-clean-morango-para-caes-e-gatos-120ml","Ração Maine Coon Royal Canin para Gatos","106190","07982-426","bemvindo10"
"Sophie da Mota","sophie.da.mota.4821.uservice@stresstest.com.br","56983124782","20","26661302","19","999457686","_)n11eZt","07/12/1953","masculino","1","1","1","credito","0","Sache","/cachorro/adestramento-e-comportamento","/produto/coleira-zeecat-milky-para-gatos","Ração Vet Life Natural Urinary Struvite para Gatos Adultos - Struvite","154248","61707639","bemvindo10"
"Pedro Porto","pedro.porto.6311.uservice@stresstest.com.br","89732406500","13","27904403","14","999197295","!uYc45Rd","15/08/1937","masculino","1","0","1","credito","0","Ração Royal Canin Club Performance Cães Adultos","/colecao/selecao-de-acessorios-para-caes","/produto/coleira-zeecat-milky-para-gatos","Camiseta Piticas Homem Aranha","155908","50471798","bemvindo10"
"Joaquim da Mata","joaquim.da.mata.7914.uservice@stresstest.com.br","27310958497","19","26301635","17","999641224","h&!4Vxc8","17/05/1988","masculino","1","1","1","boleto","0","Quatree","/colecao/eliminador-de-odores","/produto/bandeja-durapets-furbox-vermelha-para-gatos","Sistema de Terapia Homeopet para Cães e Gatos Doenças do Fígado Pró-Fígado","165359","27774680","bemvindo10"
"Theo Farias","theo.farias.7169.uservice@stresstest.com.br","12408695767","11","29976871","13","999939645","+3DpMdlr","23/10/1931","masculino","1","1","1","credito","0","Naturalis","/colecao/farmacia-pet","/produto/benebone-stick-bacon","Ração Úmida Lata Matisse para Gatos Mousse Sardinha 85g","156342","43537-236","bemvindo10"
"Yuri Peixoto","yuri.peixoto.2727.uservice@stresstest.com.br","76932541025","10","24539667","20","999657406","#D)37QGa","28/10/1956","feminino","1","0","1","credito","0","Ração gatos castrados","/outros-pets/lagartos","/produto/racao-nutropica-farinhada-mel,-ovos-e-frutas-5kg","Bloco Pombo Branco Pássaros Osso Siba","162694","02830314","bemvindo10"
"Brenda Duarte","brenda.duarte.6356.uservice@stresstest.com.br","45083962756","13","27841164","13","999156316","%#1Bpstd","07/07/1996","feminino","1","0","1","credito","0","Revolution Zoetis 6% 0.75ml para Gatos 2,6Kg a 7,5Kg","/gato/petiscos","/produto/alimento-alcon-bettamix-10g","Repelente Good Pet Contra Mordedura Mundo Animal 200ml","149667","81529-653","bemvindo10"
"Thomas Martins","thomas.martins.876.uservice@stresstest.com.br","71953620868","19","23015281","16","999122193","_#1HRiC5","04/05/1997","masculino","1","1","1","credito","0","Osso","/colecao/tudo-para-aproveitar-o-seu-passeio-com-o-seu-pet","/produto/racao-pombo-branco-passaros-mineral-fino","Repelente Good Pet Contra Mordedura Mundo Animal 200ml","165031","72374-112","bemvindo10"
"Sofia da Mota","sofia.da.mota.1857.uservice@stresstest.com.br","95806271340","14","28287090","12","999922335","(2nh#Ii(","18/09/1937","feminino","1","1","1","credito","0","peitoral","/colecao/bf_teste","/produto/shampoo-natural-5l-catdog","Coleira Inteligente AjudaPet Verde para Cães","72865","68636-758","bemvindo10"
"Gustavo Gonçalves","gustavo.goncalves.177.uservice@stresstest.com.br","36089145793","12","25588344","20","999003411","*4FEJBwk","19/04/1956","masculino","1","1","1","credito","0","premier raças pequenas","/colecao/produtos-mais-vendidos-de-gatos","/produto/alcon-club-racao-curio","Brinquedo Arranhador Divert Cat para Gatos Poste Médio Azul","83007","69235520","bemvindo10"
"Caio Fernandes","caio.fernandes.7417.uservice@stresstest.com.br","27019846530","12","29537485","15","999603718","^64mYaWG","15/03/1979","feminino","1","1","1","credito","0","Banho e tosa","/casa-e-jardim/piscina/clarificantes","/produto/racao-excellent-para-caes-adultos-de-racas-medias-e-grandes-sabor-frango-e-arroz","Peitoral e Guia Toh Tradicional Eclipse para Cães","150362","07552812","bemvindo10"
"Julia Rocha","julia.rocha.9292.uservice@stresstest.com.br","17603829496","10","23868048","11","999310166","#+7(#Fn2","03/10/1971","feminino","1","1","1","credito","0","Bifinho","/colecao/maiores-promocoes-da-black-friday","/produto/aparador-ferplast-gro-5961-de-pelos-mortos-para-caes-e-gatos","Algicida Genco Choque","79558","57776326","bemvindo10"
"Juan Rodrigues","juan.rodrigues.1331.uservice@stresstest.com.br","85061427920","17","29073908","10","999497159","Q9@2U4fV","30/09/1947","feminino","1","0","1","credito","0","Fórmula Natural","/colecao/racao-para-gatos-com-problemas-renais","/produto/antipulgas-economico-advocate-para-caes-entre-25-e-40kg-4,0ml","Guia k9 Spirit Unificada para Cães Vermelha","148763","25176-759","bemvindo10"
"Rafael Alves","rafael.alves.2848.uservice@stresstest.com.br","91548203670","14","24783584","15","999805762","U&HB6PRy","24/11/1933","feminino","1","1","1","credito","0","Ração gatos","/gato/areias-e-banheiros/caixas-de-areia","/produto/racao-special-cat-prime-para-gatos-adultos-sabor-frango-e-arroz","Nutrópica Natural para Trinca Ferro","94803","10704-717","bemvindo10"
"Luiz Henrique Castro","luiz.henrique.castro.5808.uservice@stresstest.com.br","34270518979","10","27507610","10","999880211","(VA296Yz","02/01/1938","masculino","1","0","1","boleto","0","guia","/outros-pets/furao/racao","/produto/shampoo-natural-5l-catdog","Brinquedo Arranhador Divert Cat para Gatos Poste Médio Azul","153779","52079-020","bemvindo10"
"Davi Lucas Moura","davi.lucas.moura.6287.uservice@stresstest.com.br","43175689000","16","24797415","13","998853508","%MJ8E#Sn","27/05/2000","masculino","1","1","1","credito","0","Roupa cirúrgica","/colecao/P202106328-fonte-bebedouro-furacao-pet-com-30-off","/produto/brinquedo-lcm-cachorro-com-corda-para-caes-cores-sortidas","Peitoral Skull 2.0 para Cães Zee.Dog","165031","44842338","bemvindo10"
"Valentina Moraes","valentina.moraes.3059.uservice@stresstest.com.br","60135942870","19","25045031","17","999643316","&(0JUjjP","26/12/1997","feminino","1","1","1","credito","0","ração premier","/colecao/AT-areias-ate-30-off","/produto/brinquedo-cia-dos-coelhos-balanco-arco-passaros-cores-sortidas","Rodinha para Hamster Quatiguá Azul","160606","94164960","bemvindo10"
"Davi Lucca Cunha","davi.lucca.cunha.2075.uservice@stresstest.com.br","30472195670","12","23930965","10","999088682","!!c5KAwq","05/10/1981","masculino","1","1","1","credito","0","Senior","/outros-pets/porquinho-da-india/gaiolas-e-casinhas","/produto/racao-vet-life-natural-urinary-struvite-para-caes-adultos","Ração Nestlé Purina ProPlan Veterinary Diets Obesity Sabor Frango para Gatos","154297","52155-721","bemvindo10"
"Pedro Ramos","pedro.ramos.535.uservice@stresstest.com.br","73451086271","18","29416961","10","999864679","*6lXPOhM","02/03/1953","masculino","1","1","1","credito","0","Ração Royal Canin Maxi - Cães Adultos - 15kg","/colecao/coleira-peitoral","/produto/condicionador-petlab-para-caes-adultos-abacate-e-aloe-vera","Ração Úmida Dog Chow Sabor Carne para Cães Adultos de Raças Pequenas- 100g","84582","03526727","bemvindo10"
"Heloísa Viana","heloisa.viana.3661.uservice@stresstest.com.br","69204831731","14","29632300","18","998893901","N#2q$ZkC","03/02/1972","feminino","1","1","1","credito","0","Ração Golden para Gatos Adultos Sabor Carne","/colecao/P202106004-inverno-quentinho-e-com-a-bonito-pra-cachorro","/produto/floreira-desli-vicenza-marrom","Moletom Snoopy Zooz Pets para Cães Vinho","147914","62234-057","bemvindo10"
"Daniela Castro","daniela.castro.8001.uservice@stresstest.com.br","76815420353","15","26635795","18","999005233",")5V$88m+","09/08/1951","masculino","1","0","1","credito","0","Racao gatos","/colecao/AT-essencial-para-o-seu-pet","/produto/enfeite-de-silicone-soma-alga-ulva-azul","Camiseta Zooz Pets Snoopy Geometry Preta para Cães","166630","40067530","bemvindo10"
"João Vitor Fernandes","joao.vitor.fernandes.9081.uservice@stresstest.com.br","98057621303","14","22251365","12","998893310","G(1f+Dh9","14/02/1937","masculino","1","0","1","credito","0","Agemoxi CL 250mg Antibiótico 10 comprimidos Cães e Gatos Agener União","/colecao/shampoo-hipoalergenico-para-gatos","/produto/suplemento-avert-condroplex-45-sticks","Ração Nutrópica Farinhada Mel, Ovos e Frutas - 5kg","167133","55973-332","bemvindo10"
"Luiz Fernando Ferreira","luiz.fernando.ferreira.5297.uservice@stresstest.com.br","17650289494","14","27457141","20","999030528","!scx5hSq","10/08/1960","feminino","1","1","1","credito","0","Ração senior","/colecao/calopsita","/produto/racao-equilibrio-para-caes-golden-adultos-sabor-frango-12kg","Ração Vet Life Natural Urinary Struvite para Cães Adultos","164425","92809835","bemvindo10"
"Miguel Monteiro","miguel.monteiro.73.uservice@stresstest.com.br","45819072332","13","22309464","14","999867558","^*b0YGql","05/04/1968","masculino","1","1","1","credito","0","Antipulgas e Carrapatos NexGard para Cães de 10,1 a 25kg","/colecao/P202008263-higiene-para-gatos-com-ate-50-off","/produto/racao-excellent-para-caes-adultos-de-racas-medias-e-grandes-sabor-frango-e-arroz","Ração Umida Optimum Sachê para Cães Adultos Sabor Frango - 100g","106728","58686-920","bemvindo10"
"Luiza Dias","luiza.dias.6762.uservice@stresstest.com.br","05719463216","14","29981086","16","999614326","7^5S9%wh","27/01/1936","masculino","1","1","1","credito","0","Ração Golden Fórmula Mini Bits Para Cães Adultos Pequeno Porte Sabor Carne e Arroz","/gato/camas-almofadas-e-tocas/camas","/produto/bebedouro-vida-mansa-aluminio-para-caes-e-gatos-azul","Comedouro Plast Pet Duplo Lovely Bege para Cães e Gatos","146606","19410-042","bemvindo10"
"Cauã Teixeira","caua.teixeira.2807.uservice@stresstest.com.br","74219053670","18","22652538","13","999659174","$!9eCnOq","31/12/1973","masculino","1","1","1","credito","0","royal canin","/colecao/AT-racao-umida-com-ate-15-off","/produto/racao-maine-coon-royal-canin-para-gatos","Adubo de Fibra de Coco Coquim 200g","163535","80185806","bemvindo10"
"Vitor Hugo Teixeira","vitor.hugo.teixeira.9957.uservice@stresstest.com.br","14836270553","16","29338511","11","998847336",")1Rt0IvR","14/11/1998","feminino","1","1","1","credito","0","Biscoito","/colecao/P202107018-racao-guabi-natural","/produto/racao-special-dog-para-caes-junior-de-racas-pequenas","Suplemento Condroivet Bite LB Coveli para Cães 315g","158692","77168505","bemvindo10"
"Nina Costela","nina.costela.1446.uservice@stresstest.com.br","90187465339","20","29444993","10","999604025","9@7LUu+t","09/05/1931","feminino","1","1","1","credito","0","Banho","/colecao/P202108413-ganhe-50-off-na-2-unidade-aromatizador-ambiente-tres-barras","/produto/bebedouro-durapets-durafeeder-automatico-basic-azul-para-caes-e-gatos-1-litro","Limp e Hidrat Solução Para Limpeza de Ouvidos Ourofino 100ml","154280","53941-833","bemvindo10"
"Vicente Ferreira","vicente.ferreira.6646.uservice@stresstest.com.br","85642731017","19","29553930","15","999398261","vcl_8fKu","08/11/1946","feminino","1","1","1","credito","0","Kong","/colecao/promocaesgatosantipulgas","/produto/toca-griff-dog-para-caes-bola-natural","Roupa Cirúrgica Pet Med Para Macho Duo Dry Azul","106190","58917-729","bemvindo10"
"João Melo","joao.melo.5445.uservice@stresstest.com.br","58302617407","16","25680903","19","998982544","m%5eRf(v","20/08/1935","masculino","1","0","1","credito","0","Ração gato","/colecao/homeopatia-veterinaria","/produto/granulado-higienico-de-madeira-para-roedores-dilirod","Banho a Seco Docg Dry Shower em Spray para Cães e Gatos 150ml","145812","00843370","bemvindo10"
"Levi Rezende","levi.rezende.712.uservice@stresstest.com.br","14673298004","20","25115756","10","999340942",")1Hm2rYb","08/09/1948","feminino","1","0","1","credito","0","Ração úmida","/colecao/doxifin","/produto/racao-umida-para-gatos-farmina-vet-life-struvite-85g","Ração Nero Original para Cães Adultos Sabor Carne","156411","45752621","bemvindo10"
